drug_1_concept_name,drug_2_concept_name,condition_concept_name,PRR
Dexamethasone,Hydromorphone,Neurotoxicity,7.5
Dexamethasone,Hydromorphone,Pulmonary toxicity,2.5
Dexamethasone,Hydromorphone,Toxicity to various agents,1.875
topiramate,naratriptan,Drug toxicity,3.33333
temozolomide,Paclitaxel,Toxicity to various agents,5.0
lansoprazole,Finasteride,Toxicity to various agents,1.11111
Cefazolin,Sufentanil,Drug toxicity,5.0
cyclobenzaprine,Allopurinol,Hepatotoxicity,1.42857
cyclobenzaprine,Allopurinol,Toxicity to various agents,1.53846
Acetylcysteine,lenalidomide,Toxicity to various agents,3.33333
Metronidazole,Isosorbide,Toxicity to various agents,7.5
Sulfasalazine,Alendronate,Toxicity to various agents,0.47619
Aspirin,Doxycycline,Gastrointestinal toxicity,10.0
Aspirin,Doxycycline,Drug toxicity,0.952381
Aspirin,Doxycycline,Neurotoxicity,1.66667
Aspirin,Doxycycline,Therapeutic agent toxicity,8.33333
Aspirin,Doxycycline,Toxicity to various agents,2.07547
Isosorbide,Magnesium Sulfate,Drug toxicity,3.33333
rituximab,Insulin Glargine,Toxicity to various agents,2.0
Hydrocodone,Bisoprolol,Therapeutic agent toxicity,5.0
Canrenoate,atorvastatin,Toxicity to various agents,3.33333
Terbutaline,Mirtazapine,Toxicity to various agents,10.0
olanzapine,fexofenadine,Drug toxicity,25.0
olanzapine,fexofenadine,Toxicity to various agents,1.11111
duloxetine,Prednisone,Haematotoxicity,0.909091
duloxetine,Prednisone,Cardiotoxicity,5.0
duloxetine,Prednisone,Hepatotoxicity,1.11111
duloxetine,Prednisone,Drug toxicity,0.333333
duloxetine,Prednisone,Pulmonary toxicity,2.5
duloxetine,Prednisone,Therapeutic agent toxicity,1.0
duloxetine,Prednisone,Toxicity to various agents,0.714286
Warfarin,Vancomycin,Hepatotoxicity,1.25
Warfarin,Vancomycin,Drug toxicity,0.833333
Warfarin,Vancomycin,Therapeutic agent toxicity,8.0
Warfarin,Vancomycin,Toxicity to various agents,3.14286
bevacizumab,Levofloxacin,Neurotoxicity,2.5
Memantine,Escitalopram,Hepatotoxicity,6.66667
Memantine,Escitalopram,Therapeutic agent toxicity,10.0
Memantine,Escitalopram,Toxicity to various agents,0.952381
Cefotaxime,Sufentanil,Toxicity to various agents,5.0
Enalapril,Omeprazole,Haematotoxicity,0.909091
Enalapril,Omeprazole,Gastrointestinal toxicity,6.0
Enalapril,Omeprazole,Hepatotoxicity,4.07407
Enalapril,Omeprazole,Drug toxicity,1.25
Enalapril,Omeprazole,Neurotoxicity,1.76471
Enalapril,Omeprazole,Skin toxicity,1.66667
Enalapril,Omeprazole,Therapeutic agent toxicity,5.90909
Enalapril,Omeprazole,Toxicity to various agents,2.16216
fluindione,Vancomycin,Toxicity to various agents,2.5
Teriparatide,gabapentin,Drug toxicity,0.714286
Propofol,leflunomide,Hepatotoxicity,10.0
Epinephrine,Hydrocortisone,Drug toxicity,3.33333
Epinephrine,Hydrocortisone,Toxicity to various agents,0.909091
Niacin,"Regular Insulin, Human",Drug toxicity,3.33333
Fenofibrate,Ciprofloxacin,Toxicity to various agents,1.42857
Sulfasalazine,atorvastatin,Hepatotoxicity,15.0
Nitrazepam,Oxycodone,Drug toxicity,5.0
Nitrazepam,Oxycodone,Toxicity to various agents,60.0
Isosorbide,Mirtazapine,Drug toxicity,1.25
Isosorbide,Mirtazapine,Toxicity to various agents,12.2222
Escitalopram,Hydromorphone,Hepatotoxicity,4.0
Escitalopram,Hydromorphone,Drug toxicity,6.0
Escitalopram,Hydromorphone,Pulmonary toxicity,10.0
Escitalopram,Hydromorphone,Therapeutic agent toxicity,10.0
Escitalopram,Hydromorphone,Toxicity to various agents,4.21053
Testosterone,Alprazolam,Drug toxicity,2.5
Testosterone,Alprazolam,Toxicity to various agents,2.10526
Diphenoxylate,Prednisone,Hepatotoxicity,1.66667
Diphenoxylate,Prednisone,Therapeutic agent toxicity,30.0
Diphenoxylate,Prednisone,Toxicity to various agents,0.714286
Procyclidine,Chlorpromazine,Drug toxicity,4.0
Procyclidine,Chlorpromazine,Toxicity to various agents,3.33333
Triamcinolone,mycophenolate mofetil,Toxicity to various agents,5.0
bortezomib,Vincristine,Haematotoxicity,60.0
bortezomib,Vincristine,Hepatotoxicity,1.0
bortezomib,Vincristine,Drug toxicity,1.11111
bortezomib,Vincristine,Neurotoxicity,25.0
bortezomib,Vincristine,Toxicity to various agents,2.05882
Potassium,rosuvastatin,Drug toxicity,0.909091
Potassium,rosuvastatin,Therapeutic agent toxicity,2.0
Potassium,rosuvastatin,Toxicity to various agents,0.526316
Aspirin,Topotecan,Drug toxicity,5.0
Amlodipine,Etidronate,Therapeutic agent toxicity,10.0
Epinephrine,Lorazepam,Drug toxicity,2.0
Epinephrine,Lorazepam,Neurotoxicity,10.0
Epinephrine,Lorazepam,Skin toxicity,5.0
Epinephrine,Lorazepam,Therapeutic agent toxicity,20.0
Epinephrine,Lorazepam,Toxicity to various agents,4.44444
Dipyridamole,Fenofibrate,Drug toxicity,5.0
irbesartan,Digoxin,Hepatotoxicity,3.75
irbesartan,Digoxin,Drug toxicity,0.555556
irbesartan,Digoxin,Therapeutic agent toxicity,200.0
irbesartan,Digoxin,Toxicity to various agents,4.81482
Magnesium,darbepoetin alfa,Haematotoxicity,10.0
Magnesium,darbepoetin alfa,Toxicity to various agents,2.5
Acetaminophen,linezolid,Hepatotoxicity,10.0
Acetaminophen,linezolid,Toxicity to various agents,1.71429
Enalapril,Mycophenolic Acid,Toxicity to various agents,3.33333
Perindopril,Fentanyl,Therapeutic agent toxicity,10.0
lansoprazole,exenatide,Drug toxicity,0.833333
Nitrazepam,tiotropium,Toxicity to various agents,10.0
Morphine,loxoprofen,Toxicity to various agents,0.769231
Felodipine,oxybutynin,Toxicity to various agents,2.0
Clotrimazole,Levofloxacin,Drug toxicity,10.0
Clotrimazole,Levofloxacin,Toxicity to various agents,2.0
Aspirin,Oxymetazoline,Toxicity to various agents,2.0
Epinephrine,Scopolamine,Toxicity to various agents,10.0
Chlorthalidone,peginterferon alfa-2a,Toxicity to various agents,10.0
Sertraline,Amoxicillin,Drug toxicity,3.84615
Sertraline,Amoxicillin,Therapeutic agent toxicity,20.0
Sertraline,Amoxicillin,Toxicity to various agents,1.73913
formoterol,Oxygen,Therapeutic agent toxicity,3.33333
Buprenorphine,Bumetanide,Drug toxicity,10.0
Buprenorphine,Bumetanide,Toxicity to various agents,1.42857
Acetaminophen,Chloroquine,Hepatotoxicity,10.0
Acetaminophen,Chloroquine,Drug toxicity,10.0
Acetaminophen,Chloroquine,Toxicity to various agents,10.0
Oxycodone,gefitinib,Drug toxicity,2.0
Oxycodone,gefitinib,Skin toxicity,10.0
Oxycodone,Daunorubicin,Drug toxicity,2.5
Acarbose,Lorazepam,Mitochondrial toxicity,10.0
Trimethoprim,Amphotericin B,Hepatotoxicity,10.0
Trimethoprim,Amphotericin B,Drug toxicity,2.5
Trimethoprim,Amphotericin B,Neurotoxicity,5.0
Trimethoprim,Amphotericin B,Toxicity to various agents,0.416667
Hydrocodone,Sulindac,Hepatotoxicity,10.0
Hydrocodone,Sulindac,Toxicity to various agents,7.5
Ipratropium,Midazolam,Therapeutic agent toxicity,20.0
nimesulide,Alprazolam,Hepatotoxicity,10.0
nimesulide,Alprazolam,Drug toxicity,10.0
nimesulide,Alprazolam,Therapeutic agent toxicity,20.0
nimesulide,Alprazolam,Toxicity to various agents,40.0
Metoprolol,Saw palmetto extract,Toxicity to various agents,10.0
Hydrochlorothiazide,Flunitrazepam,Drug toxicity,10.0
Epinephrine,Amiodarone,Toxicity to various agents,5.55556
Buprenorphine,bosentan,Toxicity to various agents,1.11111
Omeprazole,placebo,Hepatotoxicity,5.0
Omeprazole,placebo,Drug toxicity,1.66667
Omeprazole,placebo,Toxicity to various agents,0.869565
Aspirin,oxcarbazepine,Hepatotoxicity,2.5
Aspirin,oxcarbazepine,Drug toxicity,8.0
Aspirin,oxcarbazepine,Toxicity to various agents,5.0
pantoprazole,duloxetine,Cardiotoxicity,2.5
pantoprazole,duloxetine,Hepatotoxicity,1.81818
pantoprazole,duloxetine,Drug toxicity,1.75439
pantoprazole,duloxetine,Neurotoxicity,1.0
pantoprazole,duloxetine,Pulmonary toxicity,1.66667
pantoprazole,duloxetine,Therapeutic agent toxicity,4.54545
pantoprazole,duloxetine,Toxicity to various agents,1.21951
gemcitabine,Insulin Glargine,Hepatotoxicity,10.0
gemcitabine,Insulin Glargine,Toxicity to various agents,2.0
donepezil,Esomeprazole,Drug toxicity,0.833333
donepezil,Esomeprazole,Therapeutic agent toxicity,3.33333
donepezil,Esomeprazole,Toxicity to various agents,1.90476
Alfacalcidol,Domperidone,Drug toxicity,7.5
Alfacalcidol,Domperidone,Toxicity to various agents,5.0
Minocycline,Trimethoprim,Toxicity to various agents,1.66667
venlafaxine,fulvestrant,Toxicity to various agents,10.0
topiramate,Ethosuximide,Hepatotoxicity,40.0
moxifloxacin,Promethazine,Drug toxicity,3.33333
moxifloxacin,Promethazine,Therapeutic agent toxicity,40.0
moxifloxacin,Promethazine,Toxicity to various agents,2.85714
Hydrochlorothiazide,dronabinol,Hepatotoxicity,10.0
Spironolactone,Dipyrone,Drug toxicity,2.0
Lidocaine,Escitalopram,Drug toxicity,1.0
Lidocaine,Escitalopram,Neurotoxicity,3.33333
Lidocaine,Escitalopram,Toxicity to various agents,1.76471
Ondansetron,Dolasetron,Drug toxicity,5.0
Ondansetron,Dolasetron,Toxicity to various agents,3.33333
Epinephrine,tolterodine,Toxicity to various agents,10.0
lorcaserin,Lisinopril,Toxicity to various agents,3.33333
Lactulose,moxifloxacin,Drug toxicity,5.0
Lactulose,moxifloxacin,Toxicity to various agents,5.0
Levocarnitine,sevelamer,Toxicity to various agents,3.33333
Warfarin,Haloperidol,Drug toxicity,4.28571
Warfarin,Haloperidol,Neurotoxicity,5.0
Warfarin,Haloperidol,Toxicity to various agents,5.0
Lactulose,tizanidine,Drug toxicity,20.0
Magnesium,pregabalin,Drug toxicity,0.909091
Magnesium,pregabalin,Toxicity to various agents,0.833333
Hydrocodone,ranibizumab,Toxicity to various agents,10.0
Calcium Carbonate,Cephalexin,Drug toxicity,2.0
Calcium Carbonate,Cephalexin,Therapeutic agent toxicity,10.0
Calcium Carbonate,Cephalexin,Toxicity to various agents,0.769231
Ceftriaxone,mycophenolate mofetil,Hepatotoxicity,3.33333
Ceftriaxone,mycophenolate mofetil,Drug toxicity,2.0
Ceftriaxone,mycophenolate mofetil,Neurotoxicity,10.0
Ceftriaxone,mycophenolate mofetil,Toxicity to various agents,1.11111
Acetaminophen,acemetacin,Toxicity to various agents,10.0
Metformin,Sumatriptan,Therapeutic agent toxicity,20.0
Metformin,Sumatriptan,Toxicity to various agents,0.769231
Disulfiram,Bupropion,Toxicity to various agents,20.0
Pentoxifylline,Meclizine,Therapeutic agent toxicity,10.0
Hyoscyamine,Digoxin,Toxicity to various agents,10.0
Hydrochlorothiazide,Etanercept,Bone marrow toxicity,10.0
Hydrochlorothiazide,Etanercept,Drug toxicity,0.217391
Hydrochlorothiazide,Etanercept,Neurotoxicity,1.25
Hydrochlorothiazide,Etanercept,Therapeutic agent toxicity,0.833333
lamotrigine,Trimeprazine,Drug toxicity,10.0
lamotrigine,Trimeprazine,Toxicity to various agents,20.0
Lisinopril,tiotropium,Hepatotoxicity,0.3125
Lisinopril,tiotropium,Drug toxicity,0.340909
Lisinopril,tiotropium,Therapeutic agent toxicity,5.0
Lisinopril,tiotropium,Toxicity to various agents,1.12676
olanzapine,Trospium,Toxicity to various agents,10.0
valacyclovir,zolpidem,Haematotoxicity,5.0
valacyclovir,zolpidem,Hepatotoxicity,1.11111
valacyclovir,zolpidem,Drug toxicity,1.5
valacyclovir,zolpidem,Neurotoxicity,2.0
valacyclovir,zolpidem,Pulmonary toxicity,3.33333
valacyclovir,zolpidem,Toxicity to various agents,2.0
Fluoxetine,Chlorhexidine,Drug toxicity,3.33333
Fluoxetine,Chlorhexidine,Neurotoxicity,10.0
Fluoxetine,Chlorhexidine,Toxicity to various agents,2.85714
dorzolamide,latanoprost,Haematotoxicity,2.5
dorzolamide,latanoprost,Drug toxicity,0.487805
dorzolamide,latanoprost,Therapeutic agent toxicity,1.66667
saxagliptin,Insulin Glargine,Toxicity to various agents,1.66667
Doxycycline,Clozapine,Drug toxicity,5.0
eprosartan,lansoprazole,Therapeutic agent toxicity,10.0
Nizatidine,Triamcinolone,Therapeutic agent toxicity,10.0
Warfarin,rivastigmine,Therapeutic agent toxicity,10.0
Warfarin,rivastigmine,Toxicity to various agents,7.5
Folic Acid,Dexamethasone,Bone marrow toxicity,5.0
Folic Acid,Dexamethasone,Haematotoxicity,10.0
Folic Acid,Dexamethasone,Cardiotoxicity,2.85714
Folic Acid,Dexamethasone,Gastrointestinal toxicity,6.66667
Folic Acid,Dexamethasone,Hepatotoxicity,2.90323
Folic Acid,Dexamethasone,Drug toxicity,2.08791
Folic Acid,Dexamethasone,Neurotoxicity,3.57143
Folic Acid,Dexamethasone,Pulmonary toxicity,5.0
Folic Acid,Dexamethasone,Skin toxicity,11.4286
Folic Acid,Dexamethasone,Therapeutic agent toxicity,3.125
Folic Acid,Dexamethasone,Toxicity to various agents,0.381679
Guaifenesin,Bisacodyl,Drug toxicity,2.5
Guaifenesin,Bisacodyl,Toxicity to various agents,3.75
Gliclazide,carvedilol,Toxicity to various agents,1.11111
Tramadol,dabigatran,Toxicity to various agents,10.0
Amitriptyline,Atazanavir,Drug toxicity,5.0
Amitriptyline,Atazanavir,Toxicity to various agents,10.0
sodium phosphate,Alprazolam,Toxicity to various agents,10.0
Cephalexin,Omega-3 Fatty Acids,Therapeutic agent toxicity,10.0
Warfarin,Clindamycin,Hepatotoxicity,5.0
Warfarin,Clindamycin,Drug toxicity,7.5
Warfarin,Clindamycin,Therapeutic agent toxicity,10.0
Warfarin,Clindamycin,Toxicity to various agents,3.04348
Chlorthalidone,Prednisone,Drug toxicity,2.5
Chlorthalidone,Prednisone,Toxicity to various agents,5.0
Sulfamethoxazole,Dacarbazine,Toxicity to various agents,10.0
Promethazine,Ethanol,Drug toxicity,26.6667
Promethazine,Ethanol,Toxicity to various agents,22.2222
Fenofibrate,Labetalol,Toxicity to various agents,3.33333
Cyclosporine,cefepime,Cardiotoxicity,5.0
Cyclosporine,cefepime,Drug toxicity,1.0
Cyclosporine,cefepime,Neurotoxicity,15.0
Cyclosporine,cefepime,Toxicity to various agents,2.5
Prednisone,olopatadine,Cardiotoxicity,10.0
Prednisone,olopatadine,Toxicity to various agents,1.42857
temozolomide,lansoprazole,Haematotoxicity,20.0
temozolomide,lansoprazole,Drug toxicity,1.66667
temozolomide,lansoprazole,Therapeutic agent toxicity,20.0
temozolomide,lansoprazole,Toxicity to various agents,1.66667
Mirtazapine,Theophylline,Drug toxicity,6.66667
Mirtazapine,Theophylline,Toxicity to various agents,10.0
Magnesium Sulfate,Potassium Chloride,Haematotoxicity,5.0
Magnesium Sulfate,Potassium Chloride,Cardiotoxicity,3.33333
Magnesium Sulfate,Potassium Chloride,Hepatotoxicity,4.0
Magnesium Sulfate,Potassium Chloride,Drug toxicity,1.90476
Magnesium Sulfate,Potassium Chloride,Neurotoxicity,5.0
Magnesium Sulfate,Potassium Chloride,Pulmonary toxicity,10.0
Magnesium Sulfate,Potassium Chloride,Therapeutic agent toxicity,3.33333
Magnesium Sulfate,Potassium Chloride,Toxicity to various agents,1.73913
cyclobenzaprine,Paclitaxel,Therapeutic agent toxicity,10.0
Lorazepam,vitamin D3,Toxicity to various agents,1.25
Tramadol,milnacipran,Toxicity to various agents,2.85714
Temazepam,olopatadine,Toxicity to various agents,10.0
Doxycycline,Ciprofloxacin,Hepatotoxicity,1.66667
Doxycycline,Ciprofloxacin,Drug toxicity,1.42857
Doxycycline,Ciprofloxacin,Neurotoxicity,5.0
Doxycycline,Ciprofloxacin,Therapeutic agent toxicity,10.0
Doxycycline,Ciprofloxacin,Toxicity to various agents,4.78261
anastrozole,Epoetin Alfa,Drug toxicity,10.0
anastrozole,Epoetin Alfa,Toxicity to various agents,3.33333
Enoxaparin,Clonidine,Drug toxicity,0.833333
Enoxaparin,Clonidine,Toxicity to various agents,3.52941
prednisolone,"Lymphocyte Immune Globulin, Anti-Thymocyte Globulin",Toxicity to various agents,7.5
Nifedipine,Primidone,Toxicity to various agents,2.0
meloxicam,rofecoxib,Drug toxicity,1.42857
rosuvastatin,trandolapril,Toxicity to various agents,1.66667
mecobalamin,Omeprazole,Toxicity to various agents,1.53846
Diclofenac,Vitamin D,Drug toxicity,0.5
Diclofenac,Vitamin D,Toxicity to various agents,0.75
Amitriptyline,Pravastatin,Drug toxicity,3.125
Amitriptyline,Pravastatin,Toxicity to various agents,0.645161
Ranitidine,rofecoxib,Hepatotoxicity,2.5
Ranitidine,rofecoxib,Drug toxicity,0.526316
Ranitidine,rofecoxib,Toxicity to various agents,0.666667
Mometasone,Paroxetine,Toxicity to various agents,3.0
Pseudoephedrine,pregabalin,Skin toxicity,10.0
Pseudoephedrine,pregabalin,Toxicity to various agents,2.5
Ranitidine,Dipyrone,Drug toxicity,10.0
Sumatriptan,prednisolone,Toxicity to various agents,2.5
Spironolactone,Propofol,Hepatotoxicity,10.0
Spironolactone,Propofol,Toxicity to various agents,2.5
Losartan,Ramipril,Hepatotoxicity,1.66667
Losartan,Ramipril,Drug toxicity,1.42857
Losartan,Ramipril,Neurotoxicity,3.33333
Losartan,Ramipril,Toxicity to various agents,2.63158
"Estrogens, Conjugated (USP)",Calcium Citrate,Toxicity to various agents,10.0
rosuvastatin,Allopurinol,Hepatotoxicity,2.5
rosuvastatin,Allopurinol,Drug toxicity,0.217391
rosuvastatin,Allopurinol,Therapeutic agent toxicity,1.53846
rosuvastatin,Allopurinol,Toxicity to various agents,1.06796
quetiapine,Methylphenidate,Ototoxicity,10.0
quetiapine,Methylphenidate,Drug toxicity,1.57895
quetiapine,Methylphenidate,Therapeutic agent toxicity,3.33333
quetiapine,Methylphenidate,Toxicity to various agents,4.72222
Guaifenesin,Risedronate,Drug toxicity,10.0
Testosterone,Calcium,Hepatotoxicity,5.0
Vancomycin,Ranitidine,Hepatotoxicity,6.66667
Vancomycin,Ranitidine,Drug toxicity,2.22222
Vancomycin,Ranitidine,Therapeutic agent toxicity,5.0
Vancomycin,Ranitidine,Toxicity to various agents,1.35135
certolizumab pegol,loxoprofen,Haematotoxicity,10.0
Amlodipine,pregabalin,Haematotoxicity,0.833333
Amlodipine,pregabalin,Gastrointestinal toxicity,5.0
Amlodipine,pregabalin,Hepatotoxicity,0.769231
Amlodipine,pregabalin,Drug toxicity,0.416667
Amlodipine,pregabalin,Skin toxicity,10.0
Amlodipine,pregabalin,Therapeutic agent toxicity,1.42857
Amlodipine,pregabalin,Toxicity to various agents,1.30137
calcium acetate,Ipratropium,Drug toxicity,10.0
calcium acetate,Ipratropium,Neurotoxicity,10.0
Aspirin,azelastine,Pulmonary toxicity,5.0
Aspirin,azelastine,Therapeutic agent toxicity,10.0
Aspirin,azelastine,Toxicity to various agents,1.17647
Ibrutinib,Allopurinol,Toxicity to various agents,2.5
Amlodipine,Miconazole,Toxicity to various agents,2.0
Metoprolol,Isoflurane,Drug toxicity,10.0
Norethindrone,Ibuprofen,Hepatotoxicity,20.0
Norethindrone,Ibuprofen,Drug toxicity,2.5
mecobalamin,Acyclovir,Drug toxicity,15.0
Simvastatin,Calcium,Cardiotoxicity,0.833333
Simvastatin,Calcium,Gastrointestinal toxicity,1.0
Simvastatin,Calcium,Hepatotoxicity,0.588235
Simvastatin,Calcium,Drug toxicity,0.648148
Simvastatin,Calcium,Therapeutic agent toxicity,5.26316
Simvastatin,Calcium,Toxicity to various agents,0.546875
Enoxaparin,Cefazolin,Drug toxicity,10.0
Enoxaparin,Cefazolin,Toxicity to various agents,1.33333
Prochlorperazine,meloxicam,Drug toxicity,2.5
Prochlorperazine,meloxicam,Toxicity to various agents,1.11111
imatinib,zolpidem,Haematotoxicity,10.0
imatinib,zolpidem,Cardiotoxicity,40.0
imatinib,zolpidem,Hepatotoxicity,10.0
imatinib,zolpidem,Drug toxicity,8.33333
imatinib,zolpidem,Neurotoxicity,10.0
imatinib,zolpidem,Toxicity to various agents,1.0
Nitrofurantoin,Ceftriaxone,Toxicity to various agents,10.0
Budesonide,Ritonavir,Hepatotoxicity,10.0
Hydrocortisone,peginterferon alfa-2b,Drug toxicity,5.0
pioglitazone,Ticlopidine,Hepatotoxicity,10.0
Magnesium,zoledronic acid,Hepatotoxicity,5.0
Clonazepam,Clozapine,Hepatotoxicity,0.714286
Clonazepam,Clozapine,Drug toxicity,1.2766
Clonazepam,Clozapine,Therapeutic agent toxicity,3.63636
Clonazepam,Clozapine,Toxicity to various agents,3.5
Levetiracetam,natalizumab,Toxicity to various agents,2.22222
atorvastatin,Prednisone,Haematotoxicity,0.588235
atorvastatin,Prednisone,Gastrointestinal toxicity,1.42857
atorvastatin,Prednisone,Hepatotoxicity,1.08696
atorvastatin,Prednisone,Drug toxicity,0.441176
atorvastatin,Prednisone,Neurotoxicity,0.434783
atorvastatin,Prednisone,Pulmonary toxicity,1.53846
atorvastatin,Prednisone,Skin toxicity,2.22222
atorvastatin,Prednisone,Therapeutic agent toxicity,3.68421
atorvastatin,Prednisone,Toxicity to various agents,0.859375
raltegravir,Valproate,Toxicity to various agents,5.0
Caffeine,Triamcinolone,Drug toxicity,5.0
Diclofenac,dihydrocodeine,Drug toxicity,26.6667
Diclofenac,dihydrocodeine,Toxicity to various agents,1.66667
Loperamide,gefitinib,Drug toxicity,10.0
Guaifenesin,Escitalopram,Toxicity to various agents,1.66667
Enalapril,pirbuterol,Toxicity to various agents,10.0
Ibuprofen,Bromazepam,Drug toxicity,6.66667
Ibuprofen,Bromazepam,Toxicity to various agents,20.0
Aspirin,Clobetasol,Therapeutic agent toxicity,5.0
varenicline,levothyroxine,Drug toxicity,0.147059
varenicline,levothyroxine,Therapeutic agent toxicity,0.909091
varenicline,levothyroxine,Toxicity to various agents,0.245902
Aspirin,Magnesium Oxide,Hepatotoxicity,0.454545
