drug1_id,drug2_id,drug1_name,drug2_name,interaction_type,matched_toxicity_types,interaction_type_normalized
DB00289,DB01171,Atomoxetine,Moclobemide,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB01247,Atomoxetine,Isocarboxazid,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB01367,Atomoxetine,Rasagiline,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB01626,Atomoxetine,Pargyline,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB00805,Atomoxetine,Minaprine,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB09244,Atomoxetine,Pirlindole,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB09245,Atomoxetine,Toloxatone,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB09241,Atomoxetine,Methylene blue,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB00614,Atomoxetine,Furazolidone,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB00721,Atomoxetine,Procaine,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00289,DB01168,Atomoxetine,Procarbazine,central neurotoxic activities,neurotoxic activities;central neurotoxic activities,neurotoxicity
DB00290,DB00390,Bleomycin,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00290,DB00511,Bleomycin,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00290,DB01078,Bleomycin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00290,DB01092,Bleomycin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00290,DB01396,Bleomycin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00290,DB00531,Bleomycin,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00291,DB00390,Chlorambucil,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00291,DB00511,Chlorambucil,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00291,DB01078,Chlorambucil,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00291,DB01092,Chlorambucil,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00291,DB01396,Chlorambucil,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00291,DB00531,Chlorambucil,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00293,DB00390,Raltitrexed,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00293,DB00511,Raltitrexed,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00293,DB01078,Raltitrexed,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00293,DB01092,Raltitrexed,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00293,DB01396,Raltitrexed,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00293,DB00531,Raltitrexed,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00300,DB01601,Tenofovir disoproxil,Lopinavir,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00305,DB00390,Mitomycin,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00305,DB00511,Mitomycin,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00305,DB01078,Mitomycin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00305,DB01092,Mitomycin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00305,DB01396,Mitomycin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00305,DB00531,Mitomycin,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00307,DB00390,Bexarotene,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00307,DB00511,Bexarotene,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00307,DB01078,Bexarotene,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00307,DB01092,Bexarotene,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00307,DB01396,Bexarotene,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00307,DB00531,Bexarotene,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00309,DB00390,Vindesine,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00309,DB00511,Vindesine,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00309,DB01078,Vindesine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00309,DB01092,Vindesine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00309,DB01396,Vindesine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00309,DB00531,Vindesine,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00310,DB09449,Chlorthalidone,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00310,DB00515,Chlorthalidone,Cisplatin,risk or severity of ototoxicity and nephrotoxicity,risk or severity of ototoxicity and nephrotoxicity,nephrotoxicity
DB00313,DB01284,Valproic Acid,Tetracosactide,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00316,DB01254,Acetaminophen,Dasatinib,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00316,DB00398,Acetaminophen,Sorafenib,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00316,DB00898,Acetaminophen,Ethanol,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00316,DB00619,Acetaminophen,Imatinib,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00316,DB05528,Acetaminophen,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00317,DB00390,Gefitinib,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00317,DB00511,Gefitinib,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00317,DB01078,Gefitinib,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00317,DB01092,Gefitinib,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00317,DB01396,Gefitinib,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00317,DB00531,Gefitinib,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00319,DB00512,Piperacillin,Vancomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00322,DB00390,Floxuridine,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00322,DB00511,Floxuridine,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00322,DB01078,Floxuridine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00322,DB01092,Floxuridine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00322,DB01396,Floxuridine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00322,DB00531,Floxuridine,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00328,DB00384,Indomethacin,Triamterene,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00328,DB09449,Indomethacin,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00328,DB00864,Indomethacin,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00337,DB09449,Pimecrolimus,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00337,DB01250,Pimecrolimus,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00339,DB01045,Pyrazinamide,Rifampicin,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00351,DB00390,Megestrol acetate,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00351,DB00511,Megestrol acetate,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00351,DB01078,Megestrol acetate,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00351,DB01092,Megestrol acetate,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00351,DB01396,Megestrol acetate,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00351,DB00531,Megestrol acetate,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00352,DB00390,Tioguanine,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00352,DB00511,Tioguanine,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00352,DB01078,Tioguanine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00352,DB01092,Tioguanine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00352,DB01396,Tioguanine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00352,DB00531,Tioguanine,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00357,DB00390,Aminoglutethimide,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00357,DB00511,Aminoglutethimide,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00357,DB01078,Aminoglutethimide,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00357,DB01092,Aminoglutethimide,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00357,DB01396,Aminoglutethimide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00357,DB00531,Aminoglutethimide,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00361,DB00390,Vinorelbine,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00361,DB00511,Vinorelbine,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00361,DB01078,Vinorelbine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00361,DB01092,Vinorelbine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00361,DB01396,Vinorelbine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00361,DB01229,Vinorelbine,Paclitaxel,neurotoxic activities,neurotoxic activities,neurotoxicity
DB00361,DB00531,Vinorelbine,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00365,DB00390,Grepafloxacin,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00365,DB00511,Grepafloxacin,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00365,DB01078,Grepafloxacin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00365,DB01092,Grepafloxacin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00365,DB01396,Grepafloxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00365,DB00531,Grepafloxacin,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00380,DB00390,Dexrazoxane,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00380,DB00511,Dexrazoxane,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00380,DB01078,Dexrazoxane,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00380,DB01092,Dexrazoxane,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00380,DB01396,Dexrazoxane,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00380,DB00531,Dexrazoxane,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00384,DB13783,Triamterene,Acemetacin,risk or severity of renal failure,risk or severity of renal failure,nephrotoxicity
DB00384,DB09449,Triamterene,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00385,DB00390,Valrubicin,Digoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00385,DB00511,Valrubicin,Acetyldigitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00385,DB01078,Valrubicin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00385,DB01092,Valrubicin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00385,DB01396,Valrubicin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00385,DB00531,Valrubicin,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00398,Digoxin,Sorafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00428,Digoxin,Streptozocin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00441,Digoxin,Gemcitabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00444,Digoxin,Teniposide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00445,Digoxin,Epirubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00488,Digoxin,Altretamine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00515,Digoxin,Cisplatin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00523,Digoxin,Alitretinoin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00526,Digoxin,Oxaliplatin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00530,Digoxin,Erlotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00531,Digoxin,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00541,Digoxin,Vincristine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00544,Digoxin,Fluorouracil,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00552,Digoxin,Pentostatin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00563,Digoxin,Methotrexate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00570,Digoxin,Vinblastine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00619,Digoxin,Imatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00631,Digoxin,Clofarabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00642,Digoxin,Pemetrexed,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00694,Digoxin,Daunorubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00762,Digoxin,Irinotecan,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00773,Digoxin,Etoposide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00851,Digoxin,Dacarbazine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00853,Digoxin,Temozolomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00888,Digoxin,Mechlorethamine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00928,Digoxin,Azacitidine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00958,Digoxin,Carboplatin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00970,Digoxin,Dactinomycin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00987,Digoxin,Cytarabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB00997,Digoxin,Doxorubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01005,Digoxin,Hydroxyurea,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01008,Digoxin,Busulfan,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01033,Digoxin,Mercaptopurine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01042,Digoxin,Melphalan,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01073,Digoxin,Fludarabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01101,Digoxin,Capecitabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01168,Digoxin,Procarbazine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01169,Digoxin,Arsenic trioxide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01177,Digoxin,Idarubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01181,Digoxin,Ifosfamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01196,Digoxin,Estramustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01204,Digoxin,Mitoxantrone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01206,Digoxin,Lomustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01229,Digoxin,Paclitaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01248,Digoxin,Docetaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01259,Digoxin,Lapatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01262,Digoxin,Decitabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB01268,Digoxin,Sunitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB02546,Digoxin,Vorinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB04572,Digoxin,Thiotepa,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB04865,Digoxin,Omacetaxine mepesuccinate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB05015,Digoxin,Belinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB05109,Digoxin,Trabectedin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB06176,Digoxin,Romidepsin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB06193,Digoxin,Pixantrone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB06263,Digoxin,Amrubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB06287,Digoxin,Temsirolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB06603,Digoxin,Panobinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB06769,Digoxin,Bendamustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB06810,Digoxin,Plicamycin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB08901,Digoxin,Ponatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB08911,Digoxin,Trametinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB09031,Digoxin,Miltefosine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB09074,Digoxin,Olaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00390,DB09078,Digoxin,Lenvatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
